title,rent_fee,acreage,detail_address,description,link
"Cho thuê Phòng trọ đủ đồ cơ bản giá siêu hợp lý tại Dịch Vọng Hậu, Cầu Giấy",3.5,35 m²2,"136 Tổ 16, Ngõ 36 Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội -Xem bản đồ","Chính chủ! Hiện Tôi còn trống 01 phòng (101) diện tích tầm 35m2 tại ngõ 44 Trần Thái Tông, Tổ 16 Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội (Phòng tương tự như mô tả ở Video). - Phòng có đầy đủ đồ cơ bản như: Giường, Tủ, Bình nóng lạnh, Điều hòa, Internet, công tơ điện riêng... - Tầng 1 có chỗ để xe miễn phí; - Tầng 3 sân phơi rộng rãi, có máy giặt, khu rửa bát; - Gần các tuyến phố chính như: Dịch Vọng Hậu, Duy Tân, Trần Thái Tông, Xuân Thủy... - Gần công viên Cầu Giấy, gần các trường đại học như: Đại Học Quốc Gia, Đại Học Thương Mại, Đại Học FPT, Đại Học Tài Chính Ngân Hàng Hà Nội... - Gần bệnh viện y học cổ truyền, bệnh viện 198, bệnh viện E... - Ra khỏi nhà là có rất nhiều chợ, cửa hàng, quán xá... - Giờ giấc tự chủ (căn hộ riêng biệt không chung chủ); * Ưu đãi Đặc Biệt: Chỉ còn 3.300.000đ/Tháng khi thanh toán theo Quý 3 tháng/Lần; * Chú ý: Chỉ cho Sinh viên, Người đi làm là Nữ giới thuê; * Chi tiết vui lòng liên hệ Chính Chủ: Mr Huy: 0968.237.118; * Miễn trung gian!",https://phongtro123.com/cho-thue-phong-tro-du-do-co-ban-gia-sieu-hop-ly-tai-dich-vong-hau-cau-giay-pr669090.html
"Cho thuê phòng trọ tại Đường Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội, chỉ với 2 triệu VND, 15m2",2,15 m²2,"Số 19, ngõ 49 Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội -Xem bản đồ","Phòng trọ cho thuê tại Số 19, ngõ 49, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội với diện tích 15m2. - Giá thuê chỉ 2 triệu VND mỗi tháng. - Phòng có 1 phòng ngủ và 1 toilet. - Hướng cửa chính: Nam. - Không gian thoáng mát, phù hợp cho sinh viên và người đi làm. Địa điểm tiện ích xung quanh + Gần bến xe buýt số 26 + Gần Bệnh viện 19 - 8 Bộ Công An, Bệnh viện Quốc tế Dolife, Bệnh viện Thể thao Việt Nam. + Siêu thị Điện máy Pico 173 Xuân Thủy, WinMart Lê Đức Thọ. + Công viên Mai Dịch. + Trường Mầm non Lê Quý Đôn, Trường Nhật Bản Hà Nội, Trường Đại học Ngoại ngữ - ĐHQGHN. Liên hệ để biết thêm thông tin chi tiết qua số điện thoại 0984656926 và tên Long Đỗ.",https://phongtro123.com/cho-thue-phong-tro-tai-duong-le-duc-tho-my-dinh-2-nam-tu-liem-ha-noi-chi-voi-2-trieu-vnd-15m2-pr671541.html
"1N1K đẹp, rộng, siêu rẻ, sofa bẻ được thành giường 2N1K, ban công rộng, thoáng, ánh sáng tự nhiên",6,45 m²2,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội -Xem bản đồ","1n1k giá 6tr có thể thành 2n1k GIÁ DỊCH VỤ: - Điện 3,7k - Nước 28k - Dvc 200k/ng (đã bao gồm mạng) - Xe điện 150k (nếu có) - Free 2 xe, xe thứ 3 +80k/xe NỘI THẤT: đầy đủ như hình, CÓ MÁY GIẶT RIÊNG - Phơi đồ ở ban công phòng, có máy giặt riêng - Free 2 xe, xe thứ 3 +80k/xe - Xe điện +150k/xe - Ngõ ô tô, đỗ ô tô cách nhà 50-60m Ko nuôi pet Nhận người nước ngoài (phải tự lo tạm trú) Pccc đầy đủ, thang thoát hiểm tại từng phòng",https://phongtro123.com/1n1k-dep-rong-sieu-re-sofa-be-duoc-thanh-giuong-2n1k-ban-cong-rong-thoang-anh-sang-tu-nhien-pr671477.html
"Phòng Trọ Cho Thuê tầng 3, tầng 4 - Đường 6, Biên Giang, Hà Đông, Hà Nội",2.1,32 m²2,"Đường An Thắng, Phường Biên Giang, Quận Hà Đông, Hà Nội -Xem bản đồ","Cho thuê nhà trọ ở Đường 6, Biên Giang, Hà Đông, Hà Nội, 2,1 triệu, 32 m² uy tín hot. Nhà trọ cho thuê tại Đường 6, Phường Biên Giang, Hà Đông, Hà Nội, với diện tích 32 m². Bất động sản này có thiết kế hiện đại với 2 phòng ngủ và 2 toilet, rất phù hợp cho gia đình nhỏ hoặc nhóm bạn. Giá thuê chỉ 2,1 triệu VND, đây là cơ hội tốt để sở hữu một chỗ ở lý tưởng trong khu vực phát triển. Địa điểm tiện ích xung quanh: - Gần siêu thị Lan Chi Chúc Sơn, thuận tiện cho việc mua sắm hàng ngày.",https://phongtro123.com/phong-tro-cho-thue-tang-3-tang-4-2-pr671456.html
"[CHÍNH CHỦ] #Cho_thuê NGÃ TƯ SỞ-ROYAL City FULL ĐỒ (điện nước GIÁ DÂN, ko chung chủ, FULL đồ có ĐIỀU",2.5,25 m²2,"Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội -Xem bản đồ","[CHÍNH CHỦ] #Cho_thuê NGÃ TƯ SỞ-ROYAL City FULL ĐỒ (điện nước GIÁ DÂN, ko chung chủ, FULL đồ có ĐIỀU HOÀ) Giá Thuê: 2,5tr - 2,9tr /tháng Diện tích: ~20m2 ĐIện Nước: GIÁ NHÀ NƯỚC Địa chỉ: Vũ Tông Phan,Khương ĐÌnh, Thanh Xuân, Hà Nội LH chủ nhà : Ms Phương: 0559526169 ️Đường to rộng, Sát đường, gần Chợ, Siêu thị, Trung Tâm Thương Mại và Thuận Tiện Xe Bus NỘI THẤT FULL ĐIỀU HOÀ NÓNG LẠNH MÁY GIẶT GIƯỜNG TỦ QUẦN ÁO TỦ BẾP ,kệ bếp, Hút Mùi TỦ LẠNH LÒ VI SÓNG BẾP GAS, Bình gas MÁY LỌC NƯỚC RÈM CỬA WIFI TỐC ĐỘ CAO Thiết bị VS INAX hiện đại ️Vị Trí: khu vực ĐÔNG dân cư, SẦM UẤT, gần Siêu thị, CHỢ dân sinh, THUẬN TIỆN đi lại, mặt phố lớn hai ô tô tránh nhau được. ️Gần TRUNG TÂM mua sắm, giải trí: Gần sát Chợ, Gần RoYal, ngã tư sở, Trung Tâm Hà Nội… Gần các trường ĐH: ĐH Đại Nam, ĐH Khoa Học xã Hội và Nhân Văn, ĐH Ngoại ngữ, ĐH Mở,…… ️Không gian sống THOÁNG MÁT, nhiều cửa sổ, XANH-SẠCH-ĐẸP AN NINH tuyệt đối, có khoá Riêng Biệt, CAMERA giám sát 24/24, Thiết bị PCCC ⏰Giờ giấc TỰ DO, đi lại THOẢI MÁI, tầng 1 ĐỂ XE RỘNG RÃI ‍️Ưu tiên các bạn NỮ, người đi làm và người ở lâu dài LH chủ nhà : Ms Phương: 0559526169 (Miễn trung gian)",https://phongtro123.com/chinh-chu-cho-thue-nga-tu-so-royal-city-full-do-dien-nuoc-gia-dan-ko-chung-chu-full-do-co-dieu-pr671378.html
"Còn 1 phòng cho thuê trong ngõ 260 Cầu Giấy, an ninh tốt.",1.7,15 m²2,"1/28 ngõ 260 Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội -Xem bản đồ","Còn 1 phòng cho thuê trong ngõ 260 Cầu Giấy, an ninh tốt. Phòng tầng 4, diện tích sử dụng 15m2. Nhà trong ngõ, ô tô vào được tận nơi, ngay cạnh chợ. Gần các trường ĐH Giao thông, ĐH Hà Nội, ĐH Báo chí và tuyên truyền Giá điện 3000đ/số, giá nước 100k/người/tháng Chỉ cho nữ thuê phòng Liên hệ: 0333180293",https://phongtro123.com/con-1-phong-cho-thue-trong-ngo-260-cau-giay-an-ninh-tot-pr671155.html
Cho Thuê phòng trọ 18m2 đường Bùi Xương Trạch.,2.8,18 m²2,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội -Xem bản đồ","- Phòng rộng 18m2, ở tầng 2, sạch sẽ thoáng mát, đầy đủ điều hòa, bình nóng lạnh, nhà vệ sinh riêng - Có chỗ để xe máy ở tầng 1 và khu vực nấu ăn chung ở tầng 5. - Nhà xây hiện đại, ngõ rộng rãi 2 ô tô tránh nhau, khu vực cao ráo, không ngập lụt, an ninh tốt. - Gần chợ, trường học, siêu thị. - Ưu tiên người thuê có công việc ổn đinh, ngăn nắp sạch sẽ. - Địa chỉ: Số nhà 23, ngách 358/25, Bùi Xương Trạch, Thanh Xuân, Hà Nội",https://phongtro123.com/cho-thue-phong-tro-18m2-duong-bui-xuong-trach-pr671058.html
Cho thuê phòng trọ tầng 3 khép kín 35m2,4,35 m²2,"74 ngõ 127 Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội -Xem bản đồ","Phòng riêng 35m2 khép kín ở tầng 3. Có sân phơi tầng 4: 55m2 chung với gia dình, có máy giặt. Bắt đầu ở từ sau tết, tầm đầu tháng 2/2025. Ở tối đa 3 người, nữ, sinh viên hoặc công chức. Giá thuê: 4tr/người/tháng khi ở 1 người. 2,5tr/người/tháng khi ở 2 người và 2tr/người/ tháng  khi ở 3 người. Liên hệ: 0983305598",https://phongtro123.com/cho-thue-phong-tro-tang-3-khep-kin-35m2-pr670926.html
Cho thuê phòng cực rẻ 2 chỗ ngủ tại ngõ 32/84 đỗ đức dục – mễ trì,3.2,26 m²2,"Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội -Xem bản đồ","Cho thuê phòng khép kín tại 32 Đỗ Đức Dục vị trí trung tâm gần trung tâm hội nghị quốc gia, KeanNam - Diện tích rộng 26m phòng thoáng cửa sổ giá chỉ 3tr2 và không giới hạn người ở Cam kết như hình - Gác xép - Tủ - Điều hoà - Nóng lạnh - Khu Bàn bếp - Không gian có thể kê thêm giường ở dưới nếu ở đông - Chỗ để xe tầng 1 rộng rãi free, máy giặt chung Ảnh thực tế Mời khách hàng qua xem nhà miễn phí hoặc nhắn zalo cho e để tiện trao đổi và nhận video phòng",https://phongtro123.com/cho-thue-phong-cuc-re-2-cho-ngu-tai-ngo-32-84-do-duc-duc-me-tri-pr670869.html
PHÒNG TRỌ ĐỦ ĐỒ GẦN HH LINH ĐÀM,3.9,35 m²2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội -Xem bản đồ","CĂN HỘ CÓ THỂ ĐEM VALI VÀO Ở NGAY CẠNH KHU BIỆT THỰ THE MANOR ( Phòng y hình không gian dối) Vị trí : Hẻm 734 Kim Giang cách khu biệt thự The Manor 50m, cách HH Linh Đàm chỉ 150m Nội khu : Toà nhà mới xây 100%, có thang máy, PCCC đầy đủ, camera an ninh, nhà xe rộng có cho để xe điện Nội thất: Nóng lạnh, điều hoà, giường, tủ, chăn, dra, tủ giày, gương( sofa và tủ lạnh thêm theo yêu cầu) Ngoại khu : gần chợ, khu đô thị The Manor, big C Giá : 3tr9-4tr2( phòng cửa sổ) || 4tr1-4tr5 (phòng ban công) Ưu đãi : thương lượng giá cho khách thiện chí ️️️ SỐ LƯỢNG ƯU ĐI CÓ HẠN LIÊN HỆ NGAY ĐỂ NHẬN NHỮNG SUẤT ƯU ĐÃI CUỐI CÙNG",https://phongtro123.com/phong-tro-du-do-gan-hh-linh-dam-pr670778.html
"Phòng trọ mới xây Tân Xã, Thạch Thất, DT 20m², đầy đủ NT, giá rẻ 1,6 triệu/tháng",1.6,20 m²2,"Xã Tân Xã, Huyện Thạch Thất, Hà Nội -Xem bản đồ","Phòng trọ khép kín tại Tân Xã mới: - Diện tích 20m². - Trang bị đầy đủ tiện nghi bao gồm giường gỗ 1m8, bàn học gỗ, tủ quần áo gỗ, điều hòa, bình nóng lạnh và wifi trong phòng. - Tiện ích: Có khu vực phơi quần áo, tầng để xe rộng rãi. Phòng thoáng mát, cửa ra vào rộng rãi. Tòa nhà có thang thoát hiểm và PCCC an toàn. - Ưu điểm: Nhà mới xây, sạch sẽ, mọi đồ dùng đều mới. Chỉ cần mang đồ đến là có thể ở ngay. - Ưu tiên cho học sinh, sinh viên. - Giá thuê: 1,6 triệu/tháng. Địa chỉ: Ngõ 122, đường Tân Xã, Đường Mục Uyên, xã Tân Xã, huyện Thạch Thất, Hà Nội. Liên hệ: Anh Tài – 0983.048.661 để biết thêm thông tin.",https://phongtro123.com/phong-tro-moi-xay-tan-xa-thach-that-dt-20m2-day-du-nt-gia-re-1-6-trieu-thang-pr670381.html
CHO THUÊ 1 PHÒNG BAN CÔNG TẠI 279 ĐỘI CẤN - BA ĐÌNH full nội thất,5.5,25 m²2,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội -Xem bản đồ","Full nội thất, điều hoà, tủ lạnh, máy giặt Hệ thông pccc đảm bảo tiêu chuẩn , toàn bộ cửa phòng là cửa pccc đã được kiểm định, hệ thống phun nước tự động phủ kín nhà ( hành lang và trong phòng , khu để xe) Tiền mạng + vs : 50k/1phòng Điện 4k/1số , nước 30k/1 khối Tiền sinh hoạt chung 250k/1phòng trong đó có : -giặt chung -điện hành lang + thang máy -tuần 2 buổi vệ sinh dọn dẹp hành lang cầu thang khu để xe - rác sinh hoạt tập kết tầng 1 cuối ngày có người thu gom",https://phongtro123.com/cho-thue-1-phong-ban-cong-tai-279-doi-can-ba-dinh-full-noi-that-pr670201.html
"Chính chủ cho thuê phòng khép kín có gác xép 20m2, ở hoặc có thể làm cửa hàng - Ngõ 26, Phố Doãn Kế Thiện",4.5,20 m²2,"Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội -Xem bản đồ","Chính chủ cho thuê phòng trọ mặt ngõ 26 Doãn Kế Thiện, Mai Dịch, Cầu Giấy. Diện tích 20m² có gác xép, điều hòa, vệ sinh nóng lạnh và bếp khép kín! Đối diện trường tiểu học Ở hoặc có thể làm cửa hàng không chung chủ giá 4,5 tr/ tháng (cọc 1 đóng 3) Liên hệ A Việt 0943 141998 chính chủ miễn môi giới!",https://phongtro123.com/chinh-chu-cho-thue-phong-khep-kin-co-gac-xep-20m2-bep-va-vs-nong-lanh-co-the-lam-cua-hang-ngo-26-pho-doan-ke-thien-pr668687.html
[Cho thuê nhà C4] cuối ngõ 176 Nguyễn đình hoàn,2.5,20 m²2,"176 Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội -Xem bản đồ","[Cho thuê nhà C4] cuối ngõ 176 Nguyễn đình hoàn Vị trí thuận tiện đi lại giao thông gần chợ bưởi , đầu hoàng quốc việt , tiếp giáp đường bờ sông ,chợ , trường .. và các khu vực xung quanh . Đặc biệt ko bao h bị ngập vì khu vực này rất cao Diện tích sử dụng 1 phòng gồm khu bếp , wc khép kín ( 20m2) thông ra sân nhỏ tiện giặt giũ phơi phóng Đi riêng không chung chủ , tự do , thoải mái , xe gì cũng dc , nuôi pet tuỳ sở thích Trang bị : giường , nóng lạnh và internet cơ bản Giá thuê :2tr5 , điện tính công tơ riêng , nước 80k /1 người , internet 100k /1 tháng Đóng tháng 1 - cọc 1 tháng có thể dọn vào luôn Liên hệ zalo hoặc gọi số : 0836605536",https://phongtro123.com/cho-thue-nha-c4-cuoi-ngo-176-nguyen-dinh-hoan-pr669617.html
[Cho thuê nhà C4] cuối ngõ 176 Nguyễn đình hoàn,2.5,20 m²2,"176 Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội -Xem bản đồ","Vị trí thuận tiện đi lại giao thông gần chợ bưởi , đầu hoàng quốc việt , tiếp giáp đường bờ sông ,chợ , trường .. và các khu vực xung quanh . Đặc biệt ko bao h bị ngập vì khu vực này rất cao Diện tích sử dụng 1 phòng gồm khu bếp , wc khép kín ( 20m2) thông ra sân nhỏ tiện giặt giũ phơi phóng Đi riêng không chung chủ , tự do , thoải mái , xe gì cũng dc , nuôi pet tuỳ sở thích Trang bị : giường , nóng lạnh và internet cơ bản Giá thuê :2tr5 , điện tính công tơ riêng , nước 80k /1 người , internet 100k /1 tháng Đóng tháng 1 - cọc 1 tháng có thể dọn vào luôn",https://phongtro123.com/cho-thue-nha-c4-cuoi-ngo-176-nguyen-dinh-hoan-2-pr669923.html
Cho Thuê CCMN mới xây đối diện cao đẳng FPT,3.7,22 m²2,"3 Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội -Xem bản đồ","Khai trường CCMN mới toanh +) Phòng đã được trang bị đầy đủ đồ: tủ lạnh, điều hoà, máy giặt, tủ bếp, giường tủ, hút mùi, báo động cháy nổ được trang bị từng phòng ...... chỉ việc sách valy đến là ở. +) Có thang máy +) Mỗi tầng đều được trang bị thang thoát hiểm 2 bộ, bình chữa cháy, vòi chữa cháy, cảm biến chữa cháy + báo cháy tự động. +) Chỗ để xe rộng dãi. +) Khoá cửa vân tay, ra vào tự do 24/7 +) không chung chủ. +) Đóng 1 cọc 1. +) Giá phòng chỉ từ 3xxx bao giá toàn khu vực. +) Đối diện cao đẳng FPT, gần cao đẳng Việt Á, đại học công nghệ Đông á .....10:06/-strong/-heart:>:o:-((:-h 15:34 Hôm qua2411100UPSPYHAM.pdf138.13 KB•Lưu bền Cloud•Nhấn để xem trước•Click để xem thư mục",https://phongtro123.com/cho-thue-ccmn-moi-xay-doi-dien-cao-dang-fpt-pr669799.html
Phòng trọ VSKK - Điện nước giá dân - Có thể ở ngay,3.6,24 m²2,"Ngõ 28 Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội -Xem bản đồ","Còn trống 01 phòng vệ sinh khép kín tầng 2 - 3tr6 Địa chỉ: ngõ 28, Đại Linh,Trung Văn, Nam Từ Liêm Diện tích: 24m2 Có gác xép Phòng thoáng có Lô Gia Nội thất: tủ quần áo, bàn bếp, nóng lạnh, điều hoà, giường, quạt trần, máy giặt chung Tiện ích: cổng vân tay, giờ giấc tự do, an ninh đảm bảo, chỗ để xe rộng rãi. Giá: - Phòng: 3tr6 - Điện: 3.8k/số - Nước: 30k/khối - Mạng: 100k/phòng - Dịch vụ: 50k/người Miễn phí internet và dịch vụ tháng đầu tiên ️ 0365801570",https://phongtro123.com/phong-tro-vskk-dien-nuoc-gia-dan-co-the-o-ngay-pr669762.html
cho thuê phòng ở f361 an dương tây hồ hnoi,3.5,30 m²2,"f361 An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội -Xem bản đồ","Nhà còn 3 phòng trống tầng 2.,3 cho thuê,diện tích 20m và 30m khép kín,thoáng sạch sẽ,điện nước giá bình dân,có thể cho thuê cả sàn 67m làm văn phòng,có chỗ để xe,an ninh tốt,đường to ô tô đõ cửa,cho thuê từng phòng,nhắn tin hoặc liên hệ trực tiếp tiền cọc: 3.500.000 đ/tháng phòng diện tích bé hơn thì rẻ hơn F361 An dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội LH: 0904458835",https://phongtro123.com/cho-thue-phong-o-f361-an-duong-tay-ho-hnoi-pr669745.html
